,ID,Date,District,Sector Heading,Sector Text
17892,17889,10-17-2007,New York,Construction and Real Estate,commercial real estate markets across the new york city area were generally stable to stronger in the third quarter manhattans office rental market remained tight vacancy rates were steady near cyclical lows at the end of september and asking rents continued to escalate rising more than 35 percent from a year earlier leasing activity is reported to have slowed noticeably in manhattan but this is said to largely reflect the lack of available space however leasing activity picked up in northern new jersey in the third quarterparticularly along the hudson river coastline westchester and fairfield counties office markets have strengthened moderately while long islands market remains robust an industry expert maintains that these suburban markets are being buoyed by spillover from manhattans tight market overall asking rents in the suburban markets are reported to be up moderately from a year agohousing markets continue to be mixed as in the last report new jersey homebuilders report that they have reduced new construction activity and have all but ceased seeking approvals for new development both builders and sellers of existing homes are reported to have become more negotiable on selling prices and this has boosted sales activity somewhat selling prices for new homes in northern new jersey are estimated to be down roughly 10 to 15 percent from a year earlier on average based on monthly reports from new york state realtors sales of existing singlefamily homes were down 7 percent from a year earlier in august while selling prices were down roughly 2 percent on averagenot much different than in prior monthsmanhattans apartment sales and rental markets were steady and relatively strong in the third quarter sales activity for coops and condos rebounded more than 60 percent from the depressed levels recorded a year earlier and the number of listings inventory was down by roughly a third to levels that are characterized as more normal overall selling prices of manhattan apartments were up slightly from a year earlier on average though the high end of the market registered doubledigit price appreciation similarly rents on highend large apartments are reported to have risen by more than 15 percent from a year ago reflecting a severe dearth of available units rents on studio and onebedroom units are estimated to be up roughly 7 percent on average over the past 12 months
17893,17890,10-17-2007,New York,Other Business Activity,new york state manufacturers report continued moderate expansion in business activity as well as employment levels in recent weeks contacts also indicate ongoing but steady upward pressure on input prices and increasingly widespread hikes in selling prices a contact at a major shipping terminal reports that outbound container shipments have leveled off after expanding earlier this year and that inbound volume has decelerated in recent months nonetheless more broadly contacts at nonmanufacturing firms in the district indicate some pickup in activity in recent weeks following a lull in august they also report steady expansion in employment levels and fairly widespread but steady increases in prices and wagesa major new york city based employment agency specializing in office jobs reports that large financial services firms have pulled back on hiring activity somewhat but that labor demand remains strong in other industries particularly legal services available office workers reportedly remain in short supply starting salaries are estimated to be up roughly 5 percent from a year ago on average
17894,17891,10-17-2007,New York,Financial Developments,based on our latest survey conducted during the first few days of october bankers report weakening demand for loans in all categoriesparticularly consumer loans and residential mortgagesas well as continued widespread decreases in refinancing activity respondents indicate tightening credit standards in all loan categories except consumer loans bankers report lower average deposit rates on balance and also indicate a decrease in the spreads of loan rates over cost of funds for all types of loans in all loan categories approximately 35 percent of bankers report lower spreads finally bankers report increased delinquencies in the commercial mortgage and commercial and industrial loan categories but no change in delinquencies for consumer loans and residential mortgages
17979,17976,11-28-2007,New York,Summary of Economic Activity,the second districts economy has continued to expand since the last report though at a somewhat more subdued pace than in recent months the labor market has remained strong in october and early november manufacturers report ongoing expansion in activity in early november with increased price pressures in contrast nonmanufacturers report some weakening but respondents in both sectors express less optimism about the future business outlook than in recent months retailers show mixed sales results for october and some have scaled back expectations for the holiday shopping season tourism activity in new york city is said to have remained strong despite a midnovember strike shutting most broadway theaters housing markets remain mixed with manhattans coop and condo market showing continued resilience but singlefamily housing markets across new york state increasingly soft manhattans office market though still fairly tight eased off a bit in october finally bankers report weakening loan demand in all categories but particularly for home mortgages they also report tightened credit standards on commercial loans and mortgages and moderate increases in delinquency rates across all categories most notably on residential mortgages
17980,17977,11-28-2007,New York,Consumer Spending,retailers report mixed sales results for october with unseasonably mild weather hampering purchases of winter clothing though some contacts express concern that the weakness is more than just weatherrelated a trade survey conducted in october indicates that new york state retailers on balance expect holiday season sales to be higher than in 2006 however two major chains have scaled back their expectations for the holiday shopping season and now anticipate that sales will be flat to down stores in new york city generally continued to outperform those elsewhere in the region which some contacts attribute to tourism sales of home goods though still generally described as soft did show some signs of picking up since the last report retail inventories were generally described to be in good shape though one large chain reports some overhang selling prices were characterized as stable though promotions have been somewhat steeper than last year more discounting is anticipated in advance of and during the upcoming holiday seasontourism activity in new york city has been steady at a high level despite a broadway theater strike manhattan hotels report that occupancy rates exceeded 90 percent in october little changed from last year while room rates are reported to be up by 16 percent broadway theaters report that attendance and revenues were at high levels in october and early november but down a bit from a year ago a strike starting november 10 shut most broadway theaters but there is thus far no sign of deleterious effects on tourism overall consumer confidence has waned since the last report the conference boards survey of middle atlantic residents indicates a pullback in confidence in october reversing an increase in september similarly siena colleges survey of new york state residents shows confidence falling in october led by a particularly steep decline in upstate new york
17981,17978,11-28-2007,New York,Construction and Real Estate,new york citys commercial real estate market continued to be fairly tight in october though less so than in recent months manhattans office vacancy rate which had been steady near a cyclical low at the end of september rose fairly sharply in octoberfrom 68 percent to 76 percentwith most of the increase among nonprime as opposed to class a properties asking rents however continued to rise though at a slower pace still rents are up roughly 30 percent from the same time last yearmanhattans coop and condo market showed continued resilience in october and early november with prices continuing to run modestly above yearago levels and sales volume picking up moderately compared with the third quarter the inventory of units on the market is reported to be down by roughly a third from comparable 2006 levels long islands market is reported to remain somewhat sluggish though demand remains strong in the pricier hamptons area reports from realtors across new york state indicate continued weakness in the market for singlefamily homes with prices down 7 percent from a year ago and unit sales down nearly 20 percent
17982,17979,11-28-2007,New York,Other Business Activity,a major new york city employment agency reports that hiring activity has picked up somewhat in early novembercontrary to typical seasonal slowingfollowing some pullback in september and october demand for workers remains fairly strong in the legal industry financialindustry hiring has picked up somewhat as well though from smaller firms not the major institutions scattered layoffs on wall street have are said to have created only a slight increase in the supply of available workersnew york state manufacturers report steady improvement in business conditions in early november however contacts express considerably less optimism about the six month outlook than in recent months firms report increasingly widespread escalation in both current and expected input prices in early november overall a growing proportion of nonmanufacturing firms in the district report some weakening in general business activity as of early november and express a good deal less optimism about the general outlook however considerably more firms continue to report rising than falling employment at their firms and the same is true with respect to expected changes in the next six months
17983,17980,11-28-2007,New York,Financial Developments,small to mediumsized banks report weakening demand for all types of loans but most widely in the residential mortgage category where more than half of those contacted report declines in demand bankers also report ongoing decreases in refinancing activity respondents indicate tightening credit standards most notably in the commercial mortgage category no bankers reported eased standards in any loan category for all types of loans however the majority of respondents twothirds or more report no change in standards bankers report a decline in the spreads of loan rates over cost of funds for all types of loansagain most noticeably in the commercial mortgage category reports on delinquencies were split amongst the different loan types bankers indicated a slight increase in delinquencies on balance for consumer and commercial and industrial loans and a somewhat more pronounced rise in delinquencies in both the commercial and residential mortgage categories
18067,18064,1-16-2008,New York,Summary of Economic Activity,economic growth in the second district has slowed since the last report though the labor market has remained fairly firm manufacturers report some weakening in business activity as of early december but note some improvement in early january in general contacts outside the manufacturing sector report little or no growth in business activity but some pickup in hiring retailers indicate that sales were relatively weak for the holiday season overall november and december tourism activity in new york city has remained strong housing markets remain mixed but mostly weak with the exception of manhattans coop and condo market office markets in and around new york city were stable in the fourth quarter vacancy rates are little changed since the last report while asking rents are up slightly finally bankers report weakening loan demand across the board particularly for home mortgages tightening credit standards in all categories and rising delinquency rates particularly on consumer loans
18068,18065,1-16-2008,New York,Consumer Spending,retailers report mixed but generally weak sales results for the holiday season overall it appears that sales were flat to up modestly from 2006 levels one major retail chain reports that samestore sales in the district were on plan rising 5 percent from a year earlier whereas another indicates that sales were below plan falling more than 3 percent separately a trade association survey of retailers across new york state indicates that sales were somewhat disappointing with two in five indicating weaker sales than in 2006 in general sales are reported to have picked up moderately after christmas and into early january geographically sales were reported to be relatively strong in new york city stores as well as at those in the buffalo area with strength in the latter attributed to large numbers of canadian shopperstourism activity in new york city remained strong through yearend hotels remained at close to full capacity in november and december hotel occupancy rates were reported to be close to 90 percent in both november and december with room rates running roughly 13 percent ahead of a year earlier broadway theaters report that attendance and revenues bounced back in december following the strike that shut down many shows for the final three weeks of november both attendance and revenues were down roughly 4 percent from a year earlier in december but still at relatively strong levels regional surveys point to declining consumer confidence in the final months of 2007 based on the conference boards survey of middle atlantic residents confidence fell for the third straight month in december and was at its lowest level in over two years siena colleges survey of new york state residents shows confidence falling sharply in november and holding steady at a low level in december
18069,18066,1-16-2008,New York,Construction and Real Estate,office markets in the new york city area were generally stable in december and for the fourth quarter overall with manhattans market remaining tighter than those in the surrounding areas there was some slowing in leasing activity throughout the metro area though vacancy rates were little changed while asking rents rose modestly in manhattan the downtown market continued to tighten offsetting some softening in midtown an industry contact notes that large rent differentials are prompting some firms to move from midtown to downtown manhattan overall manhattan asking rents which had been rising sharply through the third quarter flattened out somewhat in the fourth quarter though they continued to run roughly 25 percent ahead of a year earlier the only other market registering doubledigit rent increases over the past year is fairfield county connecticuthousing markets in the district continue to be mixed manhattans coop and condo market showed continued resilience in the fourth quarter a major appraisal firm reports an outsized increase in the average transaction price in the fourth quarter but attributes this mainly to a shift in the mix of units to newer highend condos this contact estimates that prices of comparable units are up roughly 6 percent from a year earlier in manhattan with unit sales up 3 percent from a year earlier in contrast on long island both prices and sales continue to run below yearago levels more broadly reports from realtors across new york state indicate increasingly weak market conditions for singlefamily homes with prices down roughly 10 percent from a year ago and unit sales down 15 percent
18070,18067,1-16-2008,New York,Other Business Activity,a major new york city employment agency specializing in office jobs describes hiring activity as surprisingly brisk in december which is usually a slow month hiring demand remained strong from the legal industry and the financial sectorlargely hedge funds and private equity firms the supply of qualified office workers continues to be characterized as sparsenew york state manufacturers report that business activity weakened somewhat as of early december but note some improvement in recent weeks however contacts report some further pullback in hiring activity as well as hiring plans they also express considerably less optimism in general about the six month outlook than in recent months manufacturers report continued widespread escalation in prices paid and prices receivedboth current and expected overall nonmanufacturing firms in the district report little or no growth in the level of business activity and express considerably less optimism about the general outlook than a few months ago unlike manufacturers though these contacts report a pickup in hiring and expect their employment levels to increase on balance in the first half of 2008
18071,18068,1-16-2008,New York,Financial Developments,small to mediumsized banks report falling demand for all types of loansparticularly in the residential mortgage category where more than four in five respondents indicate declining demand there were also fairly widespread declines in demand for consumer loans and in refinancing activity for all loan categories respondents indicate further tightening of credit standards no bankers reported eased standards in any loan category overall the extent of tightening was comparable to the prior november 2007 survey consistent with weakening demand bankers report a decline in the spreads of loan rates over cost of funds for all types of loans again the decline was most pronounced in the residential mortgage category bankers also reported a decrease in the average deposit rate finally respondents indicate increases in delinquencies across all loan categoriesmost notably for consumer loans where increases are reported to be more widespread than at any time in at least 13 years
18155,18152,3-5-2008,New York,Summary of Economic Activity,the second districts economy has softened since the last report manufacturers report substantial weakening in business activity as of midfebruary port activity is also reported to be weaker while more generally contacts outside the manufacturing sector report deterioration in business activity and a pullback in hiring retailers indicate that sales have been below plan thus far in 2008 though inventories are reported to be at satisfactory levels tourism activity in new york city has shown some signs of slowing in recent weeks but remains strong housing markets continue to be sluggish though manhattans coop and condo market has shown some resilience manhattans office market remains tight but vacancy rates have edged up and rents have decelerated finally bankers report some continued weakening in demand for new loans but a pickup in refinancing activity respondents also report ongoing tightening in credit standards and rising delinquency rates particularly on nonresidential mortgages
18156,18153,3-5-2008,New York,Consumer Spending,retailers report weak sales results for january and to a lesser extent for the first half of february overall sales were characterized as below plan and down from a year ago one chain reports sales of womens apparel as particularly sluggish while another describes bigticket home goods as the weakest category consumer surveys point to increased pessimism siena colleges survey of new york state residents shows consumer confidence falling for the fourth straight month and reaching a new cyclical low in january while the conference boards survey of middle atlantic residents shows confidence holding steady at a more than 2year low in january after falling precipitously in late 2007tourism activity in new york city slowed a bit in early 2008 but was still at a high level hotel occupancy rates were reported to be roughly on par with a year earlier in january and early february prices and total revenues decelerated slightly but were still up 1012 percent from a year earlier broadway theaters report that attendance has been fairly strong in january and early february rising 34 percent from a year earlier however total revenues were up just 1 percent reflecting a decline in the average effective ticket price
18157,18154,3-5-2008,New York,Construction and Real Estate,new york citys office market showed some signs of slackening in january with some slowing in leasing activity manhattans office vacancy rate rose modestly to 76 percent in january about equal to a year earlier asking rents were little changed from yearend 2007 levels and were up more than 20 percent from a year earlier office purchase markets across the district have been mixed sales prices and transactions volumes showed continued strength across most of the new york city area as well as albany and buffalo but were less robust in northern new jersey and metropolitan rochester the market for industrial properties has shown more widespread weakness across the regionhousing markets in the district have generally weakened since the last report new jerseys housing market is reported to have seen a decline in transactions with large gaps between asking prices and offers the inventory of available units remains high but has retreated somewhat as some sellers have taken their homes off the market builders have curtailed most new construction projects one industry expert cites as a major problem the fact that prices for redevelopment land have not come down in line with home pricesmanhattans coop and condo market is reported to have remained fairly stable in early 2008 with transaction activity roughly on par with a year ago and prices up by about 5 percent there was a normal seasonal increase in the inventory of units on the market in january
18158,18155,3-5-2008,New York,Other Business Activity,a major nyc employment agency specializing in office jobs reports that hiring activity slowed noticeably in january but picked up in early february and was almost on par with a year earlier despite widely announced layoff plans at financial firms this firm reports no noticeable increase in the number of available job candidates large financial firms are reported to be hiring only sporadically but hedge funds and private equity firms are still hiring at a good pacenew york state manufacturers report that business activity weakened noticeably in january and early february while employment weakened moderately firms also report more widespread increases in prices paid than in well over a year more than two in five manufacturing contacts indicate that their customers have become slower in paying their bills in recent months and more than one in five say that they have grown slower in paying their vendors port of new york import traffic has reportedly slowed noticeably in early 2008 more generally nonmanufacturing firms in the district report widespread weakening in both general business activity and net hiring activity in january and early february firms have also scaled back capital spending plans somewhat
18159,18156,3-5-2008,New York,Financial Developments,bankers report lower demand for all types of loansmost notably in the residential mortgage category though to a lesser degree than in january however for the first time in more than four years bankers report an increase in refinancing activity for all loan categories respondents indicated a tightening of credit standards with close to a quarter of bankers reporting higher standards in each category no bankers report eased standards for any type of loan bankers indicate no change on balance in the spreads of loan rates over cost of fundsa sizable proportion of respondents reported increases and decreases in each category but the responses were evenly split bankers also report a widespread decrease in the average deposit rate finally respondents indicated a rise in delinquencies in all loan categories except residential mortgages where bankers indicated no change in delinquencies
18241,18238,4-16-2008,New York,Summary of Economic Activity,the second districts economy has shown further signs of weakening since the last report manufacturers report that business activity tailed off substantially in february and early march and has been flat since import volume at the port of new york is also reported to have slowed noticeably contacts outside the manufacturing sector generally indicate continued softening in business activity and little change in employment levels more broadly a major employment agency indicates some slowing in hiring activity since the last report retailers indicate a moderate pickup in business in march after a disappointing february sales are said to be on or close to plantourism activity in new york city has held steady since the last report housing markets are reported to have softened further including manhattans previously resilient coop and condo market office markets across the new york city area showed some signs of slackening in the first quarter with vacancy rates edging up and asking rents decelerating finally bankers report further weakening in loan demand more pronounced tightening in credit standards and widespread increases in delinquency rates across the board
18242,18239,4-16-2008,New York,Consumer Spending,retailers report that sales picked up somewhat in march and were back on or close to plan following a disappointingly weak february as in recent months sales were relatively strong in new york city overall sales are reported to be little changed from a year earlier and inventories are said to be at or near desired levels retail selling prices are reported to have remained steady since the last report but one contact foresees some significant increases in acquisition costs on the horizonconsumer surveys point to further erosion in confidence based on the conference boards survey of middle atlantic residents consumer confidence declined for the sixth consecutive month in march falling to its lowest level in nearly 12 years similarly siena colleges survey of new york state residents shows sharp declines in consumer confidence across all metro areas in the first quarter over the past year the steepest declines by far have been in the new york city and albany metro areastourism activity in new york city has been steady since the last report with the level of activity still fairly high while manhattans hotel occupancy rate was up 3 percentage points from a year earlier in february room rates edged down in the month to a level 9 percent higher than a year earlier compared with doubledigit percentage gains throughout 2007 broadway theaters report that attendance was up 3 percent from a year earlier in marchabout the same as in februarybut that revenues were up less than 2 percent reflecting a slight decline in the average effective ticket price
18243,18240,4-16-2008,New York,Construction and Real Estate,housing markets in the district have continued to cool off manhattans coop and condo market showed clear signs of cooling in the first quarter according to a major appraisal firm unit sales fell 30 to 40 percent from a year earlier while the number of listings rose although inventories remained fairly tight at the high end of the market the average reported transaction price did increase but this was attributed to relatively brisk sales at the high end of the market largely newlybuilt luxury units noticeable declines in sales are also reported in brooklyn queens and long island northern new jerseys housing market is reported to have stabilized but at low levels an industry contact notes that buyer traffic is light and that many prospective buyers are hesitant waiting for prices to decline further the number of listings has increased and in contrast with manhattan the high end of the market has been accumulating inventory at a more rapid pace than the rest of the market the activeadult segment is noted to be particularly slack reflecting aboveaverage inventories and particularly weak demand prices for new homes are estimated to be down as much as 20 percent from a year ago while prices for existing homes are seen to be off 15 percent from their peak levels finally new york state realtors indicate further marked declines in the singlefamily market in february the median selling price is reported to be down nearly 12 percent from a year earlier while unit sales are reported to be down 19 percent with some of the sharpest drops in the new york metro areacommercial real estate markets have also slackened vacancy rates rose moderately throughout the new york city metropolitan area led by somewhat large increases in central new jersey and westchester county asking rents on class a properties rose moderately in manhattan and fairfield county though at a slower pace than in 2007 rents were flat to down slightly in long island westchester and northern as well as central new jersey
18244,18241,4-16-2008,New York,Other Business Activity,a major new york city employment agency specializing in office jobs reports that hiring activity weakened in march and improved only modestly in early april on the supply side this contact reports seeing somewhat more job candidates recently let go from the financial sector than in february but indicates that there are still relatively few such applicants large wall street firms are reported to be hiring only sporadically and legal firms have become more patient in hiring some hedge funds continue to hire while others have pulled backnew york state manufacturers report that business activity weakened noticeably in february and early march before leveling off in early april contacts also report further acceleration in prices paid but only modest increases in selling prices overall manufacturers anticipate little change in their employment levels over the next year a major shipping terminal at the port of new york reports that import volume has slowed noticeably in early 2008 after 67 percent gains in 2007 the volume of incoming containers is running flat in early 2008 compared with a year earlier in general nonmanufacturing firms in the district report continued weakening in general business activity and little change in employment levels these firms also continue to rein in capital spending plans somewhat
18245,18242,4-16-2008,New York,Financial Developments,bankers report weakened demand across all loan categories except residential mortgages where demand remained unchanged the decrease in demand was most widespread in the consumer loan category where close to half of the bankers surveyed report lower demand while just one in six report higher demand bankers do report an increase in refinancing activity on net respondents indicate widespread tightening of credit standards across all categories no bankers reported eased standards for any type of loan reports on the spreads of loan rates over cost of funds were split across the consumer and commercial loan groups bankers reported narrowing spreads for consumer loans and residential mortgages for commercial mortgages and commercial  industrial loans bankers indicated no change in spreads respondents indicate increased delinquency rates in all loan categories overall reported increases are now more widespread than at any time in at least 13 years of this survey
18333,18330,6-11-2008,New York,Summary of Economic Activity,the second districts economy has been generally weaker since the last report manufacturers report that business activity remained sluggish in may while cost pressures have been increasingly widespread contacts at nonmanufacturing firms in general report continued deterioration in business conditions and anticipate little improvement in the months ahead a major employment agency notes recent weakening in hiring activity and some general slackening in the labor markets retailers indicate mixed results for april and may sales are said to be close to plan on averagetourism activity in new york city has shown some signs of softening since the last report housing markets weakened further with sales activity down and prices flat to lower new york citys office market continued to soften in april and maywhile leasing activity has remained moderately brisk vacancy rates have continued to rise finally bankers report some steadying in loan demand further tightening in credit standards and continued increases in delinquency rates across all loan categories
18334,18331,6-11-2008,New York,Consumer Spending,retailers report that sales were mixed in april and may on average sales were relatively close to plan and little changed from a year ago as has been the case in recent months sales were reported to be particularly strong in new york city inventories are mixedone large chain notes they are at desired levels but another reports a sizable overhang retail selling prices are reported to have remained steady since the last report though with somewhat more aggressive discounting one major chain anticipates a sizable increase in apparel prices in the upcoming season based on higher acquisition costsconsumer surveys indicate further deterioration in confidence the conference boards survey of middle atlantic state residents ny nj pa shows consumer confidence declining for the eighth consecutive month in may falling to a nearly 15year low tourism activity in new york city has shown some signs of softening since the last report while manhattans hotel occupancy rate remained close to 90 percent in april room rates were up by 7½ percent from a year earlier and total revenues were up 6 percent these are the smallest 12month increases in more than two years more recently broadway theaters report that both attendance and revenues were down more than 10 percent from a year ago in april they recovered somewhat in may but were still down roughly 3 percent from a year earlier
18335,18332,6-11-2008,New York,Construction and Real Estate,housing markets in the district have shown further signs of weakening sales transactions for manhattan coops and condos are reported to have been down sharply from a year earlier in april and may while inventories of unsold units have risen by much more than the seasonal norm since the beginning of the year a leading appraisal firm reports that average and median selling prices have been buoyed by a skew in volume toward the high end with prices of comparable units flat to lower than a year ago sales activity in the outer boroughs is also reported to be down sharply from a year earlier one industry contact says that he has heard of quite a few deals falling through due to difficulties in obtaining financingseparately an expert in new jerseys homebuilding industry notes that the market for new homes is being hampered by ongoing weakness in the resale market where sales activity remains at low levels and prices are down more than 10 percent from a year ago however builders are reported to have worked through much of their inventory overhang and are no longer offering aggressive discounts but they are still offering concessionscommercial real estate markets in the region have shown further signs of slackening since the last report while manhattans office market is still fairly active in terms of leasing activity and renewals office vacancy rates continued to rise in mayparticularly on class a properties a sizable amount of available space is coming onto the market largely from financial firms this has bolstered average asking rents as the mix of available space has become more weighted toward the high end asking rents are up roughly 10 percent from a year ago but this is well below the 20 to 30 percent appreciation seen in 2007 the sales market for office properties is reported to be especially weak with prices estimated to be down 15 to 20 percent from a year earlier new jerseys office rental and sales markets are also reported to be increasingly soft with a fair amount of new development said to be in the pipeline
18336,18333,6-11-2008,New York,Other Business Activity,a major new york city employment agency notes that hiring activity has weakened noticeably in may though the final week of the month did see a slight pickup this contact also indicates a noticeable increase in job candidates recently laid off from the securities industry small financial firms are reported to be hiring sporadically but the major wall street firms are reported to be hiring very little or not at all legal firms have also pulled back on hiring apparently reflecting diminished financial sector business starting salaries are reported to be little changed from a year ago in general firms are making somewhat lower offers on average because a larger proportion of job applicants are currently out of worknew york state manufacturers report that business activity remained sluggish in may contacts again report increasingly widespread hikes in prices paid but only moderate increases in selling prices nonmanufacturing contacts in general report continued widespread weakening in business conditions and widespread cost pressures but steady employment levels
18337,18334,6-11-2008,New York,Financial Developments,bankers report little change in loan demand in any loan category or in refinancing activity respondents indicate continued tightening of credit standards across all loan categories most evidently in the commercial mortgage category no bankers report eased standards for any type of loan respondents note an increase in the spreads of loan rates over cost of funds in all loan categories especially in commercial and industrial loans bankers also report a decrease in average deposit rates finally respondents indicate a rise in delinquencies in all loan categories but most notably on consumer loans
18420,18417,7-23-2008,New York,Summary of Economic Activity,the second districts economy has shown further signs of softening in recent weeks manufacturers report that business activity has been steady to slower since the last report and that increases in both input costs and selling prices remain widespread contacts at nonmanufacturing firms generally report further weakening in business conditions the labor market has slackened since the last report consumer confidence slipped to new lows in june however retailers report that sales were mixed but on balance close to plan tourism activity in new york city has held relatively steady but at a high level since the last report housing markets have shown further signs of deteriorating with sales activity down and prices flat to lower manhattans rental market has also shown signs of softening office markets in and around new york city were mostly softer in the second quarter finally bankers report weakening demand for loans especially consumer loans further tightening in credit standards and increasing delinquency rates in the household sector
18421,18418,7-23-2008,New York,Consumer Spending,retailers report that sales were mixed but on balance close to plan in july led by continued brisk business in new york city sales were up modestly from a year earlier overall led by a pickup in sales of seasonal apparel inventories are reported to be satisfactory levels retail selling prices are reported to have remained steady since the last report one major chain notes that costs for merchandise already contracted for the upcoming holiday season are not up substantially but reports some significant escalation in costs for spring 2009 merchandise consumer surveys indicate further deterioration in confidence the conference boards survey of middle atlantic state residents ny nj pa shows consumer confidence declining for the ninth straight month to a 15year low in june similarly siena colleges survey of new york state residents shows confidence slipping to its lowest level in that surveys 9 year history in junetourism activity in new york city has remained fairly stable at a high level since the last report broadway theaters report that business picked up somewhat in recent weeks after a sluggish spring season after slipping roughly 5 percent below yearearlier levels in may and early june attendance and revenues were up 34 percent from comparable 2007 levels since midjune average ticket prices are running slightly lower than a year ago manhattans hotel occupancy rate held steady just below 90 percent in june while room rates continued to run about 6 percent above comparable 2007 levelsabout the same as in may but somewhat below the 810 percent gains recorded in the first few months of 2008
18422,18419,7-23-2008,New York,Construction and Real Estate,housing markets in the district showed further signs of softening in the second quarter manhattans rental market showed signs of slackening a major rental brokerage reports that rents at midyear were flat to down slightly from a year ago while the vacancy rate reportedly climbed from 08 percent at mid2007 to 12 percent separately a leading appraisal firm reports that selling prices of manhattan coops and condos declined moderately on a quarterly basis but were still up about 11 percent from a year earlier on a per square foot basis reflecting a shift toward more sales of luxury apartments at the same time the number of transactions tumbled more than 20 percent and the listing inventory was up more than 30 percent brooklyns market showed even more weakness with prices little changed from a year ago and the number of sales down more than 40 percent most of the weakening was in the market for 13 family homes with the condo and coop market showing some resiliencea contact in new jerseys housing industry indicates that the market continued to deteriorate in recent months but not dramatically prices have declined by an estimated 15 percent from peak levels in 200506 with most of the decline coming in the past year sales activity is still described as weak while buyer traffic is said to be holding up at the lower end of the market under 300k it is described as very weak at high end builders note that it has grown increasingly hard for prospective homebuyers to qualify for a mortgage singlefamily construction has reportedly dropped off sharply over the past year but multifamily redevelopment in urban areas has remained fairly stableoffice markets in the region showed further signs of slackening in the second quarter vacancy rates rose noticeably in both midtown and downtown manhattanparticularly for sublease space moreover one industry contact notes an increase in shadow space space that is unused but not officially available which suggests further slack in the market vacancy rates were little changed at high levels in northern and central new jersey edged up in fairfield county but edged down in westchester asking rents fell in northern and central new jersey but continued to rise across most of the metro area however asking rents are conjectured to be overstating the underlying strength of the market somewhat due to increased concessions in contrast with the general weakening in the office market new york citys retail rental market is still characterized as fairly resilient finally an industry contact notes that new hotel development has virtually ground to a halt but that the pipeline of existing development is larger than ever close to 15000 rooms though a number of these projects are having trouble getting adequate financing
18423,18420,7-23-2008,New York,Other Business Activity,a major new york city employment agency specializing in office jobs reports that hiring activity slowed further in june and early july large wall street firms are holding off on hiring while hedge firms are hiring only sporadically firms in other industries are more cautious about hiring due to ongoing turmoil in financial industry the number of people looking for jobs has increased but not as much as anticipated in general nonmanufacturing firms in the district report fairly widespread weakening in business activity and anticipate steady to declining employmentnew york state manufacturers report that business activity continued to weaken somewhat in june and early july and a growing number report declining employment at their establishments contacts continue to note increasingly widespread escalation in both prices paid and prices received a truckingindustry expert reports that the industry is having a very difficult year and that a sizable number of firms have gone out of businessespecially small to mediumsized firms demand has reportedly weakened substantially and fuel surcharges are considered inadequate to defray all of the escalating costs of gasoline this contact notes that fuel has now surpassed labor as the number one cost for trucking firms
18424,18421,7-23-2008,New York,Financial Developments,bankers report weakening loan demandparticularly in the consumer loan category where 50 percent of bankers indicate a drop in demand and only 12 percent report a rise respondents also indicate weaker demand for home mortgage and commercial and industrial loans but little change in demand for commercial mortgages bankers also report declining refinancing activity on balance respondents indicate a tightening of credit standards across all loan categories the proportion of bankers reporting higher standards ranged from 26 percent in the commercial and industrial category to 35 percent on consumer loans no respondents indicate eased standards for any type of loan bankers report narrowing spreads of loan rates over cost of funds in the consumer sector but little change in other loan categories finally bankers indicate increased delinquencies on consumer loans and residential mortgages but little change in delinquency rates for commercial mortgages and commercial and industrial loans
